thesis_class,model_name,top1_label,count
sea,mobilenetv2,canoe,5
sea,mobilenetv2,dam,5
sea,mobilenetv2,geyser,5
sea,mobilenetv2,schooner,5
sea,mobilenetv2,trimaran,5
sea,mobilenetv2,volcano,5
sea,mobilenetv2,wreck,5
sea,mobilenetv2,beacon,4
sea,mobilenetv2,boathouse,4
sea,mobilenetv2,catamaran,4
sea,mobilenetv2,gondola,4
sea,mobilenetv2,great white shark,4
sea,mobilenetv2,paddle,4
sea,mobilenetv2,sea lion,4
sea,mobilenetv2,swimming trunks,4
sea,mobilenetv2,alp,3
sea,mobilenetv2,container ship,3
sea,mobilenetv2,liner,3
sea,mobilenetv2,pirate,3
sea,mobilenetv2,pole,3
sea,mobilenetv2,castle,2
sea,mobilenetv2,grey whale,2
sea,mobilenetv2,lifeboat,2
sea,mobilenetv2,megalith,2
sea,mobilenetv2,snorkel,2
sea,mobilenetv2,worm fence,2
sea,mobilenetv2,yawl,2
sea,mobilenetv2,African hunting dog,1
sea,mobilenetv2,Arabian camel,1
sea,mobilenetv2,English foxhound,1
sea,mobilenetv2,EntleBucher,1
sea,mobilenetv2,French bulldog,1
sea,mobilenetv2,West Highland white terrier,1
sea,mobilenetv2,airship,1
sea,mobilenetv2,albatross,1
sea,mobilenetv2,amphibian,1
sea,mobilenetv2,ashcan,1
sea,mobilenetv2,bannister,1
sea,mobilenetv2,barn,1
sea,mobilenetv2,barn spider,1
sea,mobilenetv2,bikini,1
sea,mobilenetv2,chainlink fence,1
sea,mobilenetv2,coho,1
sea,mobilenetv2,convertible,1
sea,mobilenetv2,curly-coated retriever,1
sea,mobilenetv2,diaper,1
sea,mobilenetv2,electric ray,1
sea,mobilenetv2,fountain,1
sea,mobilenetv2,giant schnauzer,1
sea,mobilenetv2,go-kart,1
sea,mobilenetv2,gown,1
sea,mobilenetv2,hammerhead,1
sea,mobilenetv2,jellyfish,1
sea,mobilenetv2,leatherback turtle,1
sea,mobilenetv2,lumbermill,1
sea,mobilenetv2,maze,1
sea,mobilenetv2,mosque,1
sea,mobilenetv2,parachute,1
sea,mobilenetv2,plow,1
sea,mobilenetv2,pot,1
sea,mobilenetv2,radio telescope,1
sea,mobilenetv2,reel,1
sea,mobilenetv2,rocking chair,1
sea,mobilenetv2,sarong,1
sea,mobilenetv2,schipperke,1
sea,mobilenetv2,ski,1
sea,mobilenetv2,stage,1
sea,mobilenetv2,steel arch bridge,1
sea,mobilenetv2,sunglass,1
sea,mobilenetv2,television,1
sea,mobilenetv2,tiger shark,1
sea,mobilenetv2,torch,1
sea,mobilenetv2,umbrella,1
sea,resnet18,seashore,135
sea,resnet18,promontory,44
sea,resnet18,lakeside,40
sea,resnet18,sandbar,38
sea,resnet18,dock,21
sea,resnet18,speedboat,17
sea,resnet18,killer whale,11
sea,resnet18,breakwater,8
sea,resnet18,catamaran,8
sea,resnet18,cliff,8
sea,resnet18,beacon,7
sea,resnet18,dam,7
sea,resnet18,grey whale,7
sea,resnet18,aircraft carrier,6
sea,resnet18,geyser,6
sea,resnet18,swimming trunks,6
sea,resnet18,canoe,5
sea,resnet18,drilling platform,5
sea,resnet18,liner,5
sea,resnet18,submarine,5
sea,resnet18,lifeboat,4
sea,resnet18,paddle,4
sea,resnet18,pier,4
sea,resnet18,sea lion,4
sea,resnet18,castle,3
sea,resnet18,container ship,3
sea,resnet18,fireboat,3
sea,resnet18,pirate,3
sea,resnet18,snorkel,3
sea,resnet18,trimaran,3
sea,resnet18,volcano,3
sea,resnet18,wreck,3
sea,resnet18,alp,2
sea,resnet18,bikini,2
sea,resnet18,boathouse,2
sea,resnet18,mobile home,2
sea,resnet18,parachute,2
sea,resnet18,pole,2
sea,resnet18,sarong,2
sea,resnet18,shovel,2
sea,resnet18,sturgeon,2
sea,resnet18,valley,2
sea,resnet18,worm fence,2
sea,resnet18,yawl,2
sea,resnet18,Arabian camel,1
sea,resnet18,Bouvier des Flandres,1
sea,resnet18,Siberian husky,1
sea,resnet18,West Highland white terrier,1
sea,resnet18,albatross,1
sea,resnet18,amphibian,1
sea,resnet18,bathtub,1
sea,resnet18,bell cote,1
sea,resnet18,bluetick,1
sea,resnet18,bucket,1
sea,resnet18,coho,1
sea,resnet18,conch,1
sea,resnet18,convertible,1
sea,resnet18,dugong,1
sea,resnet18,electric ray,1
sea,resnet18,folding chair,1
sea,resnet18,fountain,1
sea,resnet18,gar,1
sea,resnet18,go-kart,1
sea,resnet18,gown,1
sea,resnet18,great white shark,1
sea,resnet18,hair slide,1
sea,resnet18,hammerhead,1
sea,resnet18,jellyfish,1
sea,resnet18,kuvasz,1
sea,resnet18,megalith,1
sea,resnet18,mosque,1
sea,resnet18,palace,1
sea,resnet18,park bench,1
sea,resnet18,pug,1
sea,resnet18,redbone,1
sea,resnet18,restaurant,1
sea,resnet18,schooner,1
sea,resnet18,scorpion,1
sea,resnet18,shopping cart,1
sea,resnet18,ski,1
sea,resnet18,solar dish,1
sea,resnet18,stage,1
sea,resnet18,standard schnauzer,1
sea,resnet18,steam locomotive,1
sea,resnet18,sunglass,1
sea,resnet18,suspension bridge,1
sea,resnet18,television,1
sea,resnet18,tiger,1
sea,resnet18,tiger shark,1
sea,resnet18,torch,1
sea,resnet18,tripod,1
sea,vgg16,seashore,125
sea,vgg16,promontory,45
sea,vgg16,sandbar,36
sea,vgg16,lakeside,34
sea,vgg16,dock,27
sea,vgg16,speedboat,23
sea,vgg16,cliff,13
sea,vgg16,breakwater,12
sea,vgg16,paddle,11
sea,vgg16,volcano,9
sea,vgg16,aircraft carrier,8
sea,vgg16,killer whale,7
sea,vgg16,pier,7
sea,vgg16,beacon,6
sea,vgg16,catamaran,6
sea,vgg16,grey whale,6
sea,vgg16,wreck,6
sea,vgg16,boathouse,5
sea,vgg16,container ship,5
sea,vgg16,drilling platform,5
sea,vgg16,geyser,5
sea,vgg16,liner,5
sea,vgg16,sea lion,5
sea,vgg16,trimaran,5
sea,vgg16,great white shark,4
sea,vgg16,pirate,4
sea,vgg16,snorkel,4
sea,vgg16,swimming trunks,4
sea,vgg16,valley,4
sea,vgg16,fireboat,3
sea,vgg16,gondola,3
sea,vgg16,leatherback turtle,3
sea,vgg16,submarine,3
sea,vgg16,bikini,2
sea,vgg16,canoe,2
sea,vgg16,lifeboat,2
sea,vgg16,mobile home,2
sea,vgg16,pole,2
sea,vgg16,yawl,2
sea,vgg16,Arabian camel,1
sea,vgg16,English setter,1
sea,vgg16,French bulldog,1
sea,vgg16,Great Pyrenees,1
sea,vgg16,Old English sheepdog,1
sea,vgg16,West Highland white terrier,1
sea,vgg16,albatross,1
sea,vgg16,amphibian,1
sea,vgg16,bannister,1
sea,vgg16,barn,1
sea,vgg16,castle,1
sea,vgg16,coho,1
sea,vgg16,convertible,1
sea,vgg16,folding chair,1
sea,vgg16,fountain,1
sea,vgg16,gar,1
sea,vgg16,greenhouse,1
sea,vgg16,groom,1
sea,vgg16,hammerhead,1
sea,vgg16,hippopotamus,1
sea,vgg16,hoopskirt,1
sea,vgg16,hyena,1
sea,vgg16,jellyfish,1
sea,vgg16,knot,1
sea,vgg16,maypole,1
sea,vgg16,reel,1
sea,vgg16,restaurant,1
sea,vgg16,sarong,1
sea,vgg16,schooner,1
sea,vgg16,scuba diver,1
sea,vgg16,ski,1
sea,vgg16,sleeping bag,1
sea,vgg16,steam locomotive,1
sea,vgg16,stone wall,1
sea,vgg16,sunglass,1
sea,vgg16,sweatshirt,1
sea,vgg16,television,1
sea,vgg16,tiger shark,1
sea,vgg16,trailer truck,1
sea,vgg16,worm fence,1
street,mobilenetv2,prison,33
street,mobilenetv2,streetcar,26
street,mobilenetv2,palace,20
street,mobilenetv2,trailer truck,18
street,mobilenetv2,jinrikisha,17
street,mobilenetv2,seashore,16
street,mobilenetv2,street sign,14
street,mobilenetv2,unicycle,13
street,mobilenetv2,bell cote,12
street,mobilenetv2,lakeside,12
street,mobilenetv2,steel arch bridge,11
street,mobilenetv2,crutch,10
street,mobilenetv2,obelisk,10
street,mobilenetv2,limousine,9
street,mobilenetv2,traffic light,9
street,mobilenetv2,monastery,8
street,mobilenetv2,vault,8
street,mobilenetv2,mobile home,7
street,mobilenetv2,pole,7
street,mobilenetv2,valley,7
street,mobilenetv2,maze,6
street,mobilenetv2,pier,6
street,mobilenetv2,tobacco shop,6
street,mobilenetv2,bearskin,5
street,mobilenetv2,bicycle-built-for-two,5
street,mobilenetv2,cinema,5
street,mobilenetv2,gondola,5
street,mobilenetv2,minivan,5
street,mobilenetv2,mosque,5
street,mobilenetv2,trolleybus,5
street,mobilenetv2,cab,4
street,mobilenetv2,lumbermill,4
street,mobilenetv2,motor scooter,4
street,mobilenetv2,solar dish,4
street,mobilenetv2,sports car,4
street,mobilenetv2,worm fence,4
street,mobilenetv2,bannister,3
street,mobilenetv2,bullet train,3
street,mobilenetv2,cliff,3
street,mobilenetv2,crane,3
street,mobilenetv2,flagpole,3
street,mobilenetv2,fountain,3
street,mobilenetv2,library,3
street,mobilenetv2,moving van,3
street,mobilenetv2,suit,3
street,mobilenetv2,academic gown,2
street,mobilenetv2,accordion,2
street,mobilenetv2,ashcan,2
street,mobilenetv2,barber chair,2
street,mobilenetv2,bikini,2
street,mobilenetv2,bow,2
street,mobilenetv2,carousel,2
street,mobilenetv2,castle,2
street,mobilenetv2,church,2
street,mobilenetv2,dam,2
street,mobilenetv2,doormat,2
street,mobilenetv2,drilling platform,2
street,mobilenetv2,garbage truck,2
street,mobilenetv2,go-kart,2
street,mobilenetv2,moped,2
street,mobilenetv2,mountain tent,2
street,mobilenetv2,passenger car,2
street,mobilenetv2,patio,2
street,mobilenetv2,planetarium,2
street,mobilenetv2,restaurant,2
street,mobilenetv2,scoreboard,2
street,mobilenetv2,sliding door,2
street,mobilenetv2,snowplow,2
street,mobilenetv2,suspension bridge,2
street,mobilenetv2,theater curtain,2
street,mobilenetv2,tile roof,2
street,mobilenetv2,tow truck,2
street,mobilenetv2,toyshop,2
street,mobilenetv2,tricycle,2
street,mobilenetv2,water tower,2
street,mobilenetv2,Model T,1
street,mobilenetv2,Sealyham terrier,1
street,mobilenetv2,aircraft carrier,1
street,mobilenetv2,airship,1
street,mobilenetv2,alp,1
street,mobilenetv2,altar,1
street,mobilenetv2,ambulance,1
street,mobilenetv2,balloon,1
street,mobilenetv2,barbell,1
street,mobilenetv2,barrow,1
street,mobilenetv2,basketball,1
street,mobilenetv2,beacon,1
street,mobilenetv2,beer bottle,1
street,mobilenetv2,boathouse,1
street,mobilenetv2,bow tie,1
street,mobilenetv2,breakwater,1
street,mobilenetv2,broom,1
street,mobilenetv2,bulletproof vest,1
street,mobilenetv2,butcher shop,1
street,mobilenetv2,canoe,1
street,mobilenetv2,car mirror,1
street,mobilenetv2,cowboy boot,1
street,mobilenetv2,dock,1
street,mobilenetv2,file,1
street,mobilenetv2,fireboat,1
street,mobilenetv2,freight car,1
street,mobilenetv2,gas pump,1
street,mobilenetv2,greenhouse,1
street,mobilenetv2,grocery store,1
street,mobilenetv2,horizontal bar,1
street,mobilenetv2,jean,1
street,mobilenetv2,komondor,1
street,mobilenetv2,lab coat,1
street,mobilenetv2,military uniform,1
street,mobilenetv2,minibus,1
street,mobilenetv2,miniskirt,1
street,mobilenetv2,monitor,1
street,mobilenetv2,mountain bike,1
street,mobilenetv2,panpipe,1
street,mobilenetv2,parking meter,1
street,mobilenetv2,pedestal,1
street,mobilenetv2,plastic bag,1
street,mobilenetv2,plunger,1
street,mobilenetv2,prayer rug,1
street,mobilenetv2,racer,1
street,mobilenetv2,rotisserie,1
street,mobilenetv2,rugby ball,1
street,mobilenetv2,sarong,1
street,mobilenetv2,school bus,1
street,mobilenetv2,seat belt,1
street,mobilenetv2,snowmobile,1
street,mobilenetv2,soccer ball,1
street,mobilenetv2,sombrero,1
street,mobilenetv2,space heater,1
street,mobilenetv2,spotlight,1
street,mobilenetv2,steam locomotive,1
street,mobilenetv2,steel drum,1
street,mobilenetv2,stole,1
street,mobilenetv2,submarine,1
street,mobilenetv2,sundial,1
street,mobilenetv2,tank,1
street,mobilenetv2,television,1
street,mobilenetv2,torch,1
street,mobilenetv2,triceratops,1
street,mobilenetv2,triumphal arch,1
street,mobilenetv2,turnstile,1
street,mobilenetv2,umbrella,1
street,mobilenetv2,viaduct,1
street,mobilenetv2,warplane,1
street,resnet18,prison,37
street,resnet18,trailer truck,23
street,resnet18,streetcar,22
street,resnet18,jinrikisha,18
street,resnet18,traffic light,18
street,resnet18,crutch,14
street,resnet18,palace,14
street,resnet18,lakeside,12
street,resnet18,bell cote,11
street,resnet18,street sign,11
street,resnet18,trolleybus,11
street,resnet18,cab,9
street,resnet18,monastery,9
street,resnet18,unicycle,9
street,resnet18,cinema,8
street,resnet18,maze,8
street,resnet18,fountain,7
street,resnet18,seashore,7
street,resnet18,vault,7
street,resnet18,mobile home,6
street,resnet18,beacon,5
street,resnet18,limousine,5
street,resnet18,obelisk,5
street,resnet18,patio,5
street,resnet18,tobacco shop,5
street,resnet18,triumphal arch,5
street,resnet18,airship,4
street,resnet18,jean,4
street,resnet18,minivan,4
street,resnet18,pier,4
street,resnet18,sports car,4
street,resnet18,steel arch bridge,4
street,resnet18,valley,4
street,resnet18,bannister,3
street,resnet18,car mirror,3
street,resnet18,church,3
street,resnet18,promontory,3
street,resnet18,sarong,3
street,resnet18,snowplow,3
street,resnet18,solar dish,3
street,resnet18,worm fence,3
street,resnet18,Model T,2
street,resnet18,academic gown,2
street,resnet18,bicycle-built-for-two,2
street,resnet18,bow,2
street,resnet18,breakwater,2
street,resnet18,bullet train,2
street,resnet18,castle,2
street,resnet18,cowboy boot,2
street,resnet18,dock,2
street,resnet18,dome,2
street,resnet18,flagpole,2
street,resnet18,garbage truck,2
street,resnet18,greenhouse,2
street,resnet18,horse cart,2
street,resnet18,library,2
street,resnet18,lumbermill,2
street,resnet18,marimba,2
street,resnet18,military uniform,2
street,resnet18,miniskirt,2
street,resnet18,moped,2
street,resnet18,mosque,2
street,resnet18,motor scooter,2
street,resnet18,park bench,2
street,resnet18,passenger car,2
street,resnet18,punching bag,2
street,resnet18,racer,2
street,resnet18,scoreboard,2
street,resnet18,shopping cart,2
street,resnet18,sliding door,2
street,resnet18,snowmobile,2
street,resnet18,stone wall,2
street,resnet18,suit,2
street,resnet18,suspension bridge,2
street,resnet18,theater curtain,2
street,resnet18,torch,2
street,resnet18,tow truck,2
street,resnet18,window shade,2
street,resnet18,wing,2
street,resnet18,Irish wolfhound,1
street,resnet18,Lakeland terrier,1
street,resnet18,Saluki,1
street,resnet18,aircraft carrier,1
street,resnet18,alp,1
street,resnet18,altar,1
street,resnet18,ambulance,1
street,resnet18,amphibian,1
street,resnet18,analog clock,1
street,resnet18,apiary,1
street,resnet18,balloon,1
street,resnet18,banjo,1
street,resnet18,barbershop,1
street,resnet18,barrow,1
street,resnet18,bearskin,1
street,resnet18,binoculars,1
street,resnet18,birdhouse,1
street,resnet18,bookcase,1
street,resnet18,broom,1
street,resnet18,butcher shop,1
street,resnet18,canoe,1
street,resnet18,cliff,1
street,resnet18,cliff dwelling,1
street,resnet18,coho,1
street,resnet18,convertible,1
street,resnet18,crane,1
street,resnet18,dam,1
street,resnet18,doormat,1
street,resnet18,drilling platform,1
street,resnet18,file,1
street,resnet18,fire engine,1
street,resnet18,freight car,1
street,resnet18,fur coat,1
street,resnet18,geyser,1
street,resnet18,go-kart,1
street,resnet18,golfcart,1
street,resnet18,great white shark,1
street,resnet18,guillotine,1
street,resnet18,jigsaw puzzle,1
street,resnet18,lab coat,1
street,resnet18,langur,1
street,resnet18,manhole cover,1
street,resnet18,megalith,1
street,resnet18,monitor,1
street,resnet18,mountain bike,1
street,resnet18,mountain tent,1
street,resnet18,moving van,1
street,resnet18,neck brace,1
street,resnet18,oxcart,1
street,resnet18,parachute,1
street,resnet18,parking meter,1
street,resnet18,pay-phone,1
street,resnet18,pedestal,1
street,resnet18,pickelhaube,1
street,resnet18,planetarium,1
street,resnet18,radio telescope,1
street,resnet18,restaurant,1
street,resnet18,rotisserie,1
street,resnet18,rugby ball,1
street,resnet18,seat belt,1
street,resnet18,shoe shop,1
street,resnet18,slot,1
street,resnet18,sombrero,1
street,resnet18,spotlight,1
street,resnet18,steam locomotive,1
street,resnet18,stretcher,1
street,resnet18,stupa,1
street,resnet18,submarine,1
street,resnet18,swing,1
street,resnet18,thatch,1
street,resnet18,toyshop,1
street,resnet18,triceratops,1
street,resnet18,trombone,1
street,resnet18,tub,1
street,resnet18,umbrella,1
street,resnet18,viaduct,1
street,resnet18,volcano,1
street,resnet18,water snake,1
street,resnet18,water tower,1
street,resnet18,wreck,1
street,resnet18,yurt,1
street,vgg16,streetcar,29
street,vgg16,prison,28
street,vgg16,unicycle,16
street,vgg16,palace,14
street,vgg16,jinrikisha,12
street,vgg16,cinema,11
street,vgg16,lakeside,11
street,vgg16,limousine,11
street,vgg16,obelisk,11
street,vgg16,street sign,11
street,vgg16,bicycle-built-for-two,9
street,vgg16,steel arch bridge,9
street,vgg16,trailer truck,9
street,vgg16,cab,8
street,vgg16,crutch,8
street,vgg16,mountain tent,8
street,vgg16,traffic light,7
street,vgg16,bell cote,6
street,vgg16,car mirror,6
street,vgg16,gondola,6
street,vgg16,lumbermill,6
street,vgg16,motor scooter,6
street,vgg16,pier,6
street,vgg16,seashore,6
street,vgg16,suspension bridge,6
street,vgg16,tobacco shop,6
street,vgg16,valley,6
street,vgg16,airship,5
street,vgg16,go-kart,5
street,vgg16,mobile home,5
street,vgg16,monastery,5
street,vgg16,planetarium,5
street,vgg16,solar dish,5
street,vgg16,sports car,5
street,vgg16,trolleybus,5
street,vgg16,dam,4
street,vgg16,drilling platform,4
street,vgg16,jean,4
street,vgg16,military uniform,4
street,vgg16,scoreboard,4
street,vgg16,snowplow,4
street,vgg16,steam locomotive,4
street,vgg16,vault,4
street,vgg16,bannister,3
street,vgg16,doormat,3
street,vgg16,fire screen,3
street,vgg16,fountain,3
street,vgg16,freight car,3
street,vgg16,miniskirt,3
street,vgg16,moving van,3
street,vgg16,park bench,3
street,vgg16,passenger car,3
street,vgg16,tow truck,3
street,vgg16,triumphal arch,3
street,vgg16,viaduct,3
street,vgg16,worm fence,3
street,vgg16,Model T,2
street,vgg16,beacon,2
street,vgg16,church,2
street,vgg16,comic book,2
street,vgg16,container ship,2
street,vgg16,crane,2
street,vgg16,flagpole,2
street,vgg16,garbage truck,2
street,vgg16,geyser,2
street,vgg16,greenhouse,2
street,vgg16,guillotine,2
street,vgg16,horse cart,2
street,vgg16,library,2
street,vgg16,maypole,2
street,vgg16,minibus,2
street,vgg16,parking meter,2
street,vgg16,patio,2
street,vgg16,police van,2
street,vgg16,promontory,2
street,vgg16,restaurant,2
street,vgg16,submarine,2
street,vgg16,suit,2
street,vgg16,swing,2
street,vgg16,umbrella,2
street,vgg16,volcano,2
street,vgg16,wing,2
street,vgg16,West Highland white terrier,1
street,vgg16,academic gown,1
street,vgg16,accordion,1
street,vgg16,aircraft carrier,1
street,vgg16,ambulance,1
street,vgg16,ashcan,1
street,vgg16,barbell,1
street,vgg16,basketball,1
street,vgg16,bathing cap,1
street,vgg16,beach wagon,1
street,vgg16,bearskin,1
street,vgg16,black and gold garden spider,1
street,vgg16,boathouse,1
street,vgg16,bookshop,1
street,vgg16,breakwater,1
street,vgg16,bullet train,1
street,vgg16,bulletproof vest,1
street,vgg16,carousel,1
street,vgg16,castle,1
street,vgg16,cliff,1
street,vgg16,cliff dwelling,1
street,vgg16,coil,1
street,vgg16,crate,1
street,vgg16,dock,1
street,vgg16,dogsled,1
street,vgg16,dome,1
street,vgg16,file,1
street,vgg16,fire engine,1
street,vgg16,fireboat,1
street,vgg16,forklift,1
street,vgg16,fur coat,1
street,vgg16,hay,1
street,vgg16,hoopskirt,1
street,vgg16,jeep,1
street,vgg16,jigsaw puzzle,1
street,vgg16,kimono,1
street,vgg16,lab coat,1
street,vgg16,mailbox,1
street,vgg16,maillot tank suit,1
street,vgg16,marimba,1
street,vgg16,minivan,1
street,vgg16,moped,1
street,vgg16,parachute,1
street,vgg16,pickup,1
street,vgg16,plastic bag,1
street,vgg16,pole,1
street,vgg16,pool table,1
street,vgg16,prayer rug,1
street,vgg16,punching bag,1
street,vgg16,racer,1
street,vgg16,rocking chair,1
street,vgg16,rugby ball,1
street,vgg16,sandbar,1
street,vgg16,shovel,1
street,vgg16,ski,1
street,vgg16,sombrero,1
street,vgg16,space shuttle,1
street,vgg16,speedboat,1
street,vgg16,spider monkey,1
street,vgg16,stage,1
street,vgg16,stone wall,1
street,vgg16,tile roof,1
street,vgg16,torch,1
street,vgg16,triceratops,1
street,vgg16,tricycle,1
